,target,sms,sms_clean,num_characters,num_words
4821,0,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check out choose your babe videos   sms shsex netun fgkslpopw fgkslpo,69,10
4822,1,Im good! I have been thinking about you...,i good   i thinking    ,42,11
4823,0,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r winner u ave specially selected 2 receive   1000 cash 4   holiday   flights inc   speak live operator 2 claim 0871277810710p   min   18  ,151,36
4824,1,:-) :-),       ,7,2
4825,1,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,not thought bout        drink tap   spile seven      is pub gas st broad st canal      ok  ,111,30
4826,1,I am going to sleep. I am tired of travel.,i going sleep   i tired travel  ,42,12
4827,1,"Haha, just what I was thinkin",haha   i thinkin,29,7
4828,1,Yup but it's not giving me problems now so mayb i'll jus leave it...,yup  s giving problems mayb  ll jus leave    ,68,17
4829,1,Lol no. Just trying to make your day a little more interesting,lol   just trying make day little interesting,62,13
4830,1,"How long before you get reply, just defer admission til next semester",how long get reply   defer admission til next semester,69,13
4831,1,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",the word   checkmate   chess comes persian phrase   shah maat   means     king dead      goodmorning    have good day      ,139,34
4832,1,Po de :-):):-):-):-). No need job aha.,po de                    no need job aha  ,38,11
4833,1,Rats. Hey did u ever vote for the next themes?,rats   hey u ever vote next themes  ,46,12
4834,0,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",new mobiles 2004   must go   txt   nokia no   89545   collect today   from only   1   www 4 tc biz 2optout 087187262701 50gbp   mtmsg18 txtauction  ,152,32
4835,1,I hope your pee burns tonite.,i hope pee burns tonite  ,29,7
4836,1,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",oh rite   well im with my best mate pete   who i went out with 4 a week  now were 2geva again   its been longer than a week  ,121,31
4837,1,Yay can't wait to party together!,yay ca n t wait party together  ,33,8
4838,1,....photoshop makes my computer shut down.,     photoshop makes computer shut  ,42,8
4839,1,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,all boys made fun today   ok problem   i sent one message fun,89,22
4840,1,That's one of the issues but california is okay. No snow so its manageable,that  s one issues california okay   no snow manageable,74,16
4841,0,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,private   your 2003 account statement shows 800 un   redeemed s  i  m  points   call 08715203652 identifier code   42810 expires 29 10 0,135,25
4842,1,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",hmmm      mayb try e shoppin area one   forgot e name hotel    ,71,17
4843,1,"Awesome, that gonna be soon or later tonight?",awesome   gon na soon later tonight  ,45,11
4844,1,I need details about that online job.,i need details online job  ,37,8
4845,0,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,you have won   as valued vodafone customer computer picked you win   150 prize   to collect easy   just call 09061743386,135,29
4846,1,Missing you too.pray inshah allah,missing too pray inshah allah,33,5
4847,1,Pls help me tell Ashley that i cant find her number oh,pls help tell ashley ca nt find number oh,54,13
4848,1,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,i escape theatre     going watch kavalan minutes,69,16
4849,1,S.this will increase the chance of winning.,s this increase chance winning  ,43,8
4850,1,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way works   i     lt   gt     years old   hope nt bother  ,81,23
4851,1,Maybe you should find something else to do instead???,maybe find something else instead      ,53,12
4852,1,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,gain rights wife dont demand it i trying husband   lets see,76,16
4853,1,I liked your new house,i liked new house,22,5
4854,1,I'm fine. Hope you are also,i  m fine   hope also,27,8
4855,1,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",also north carolina texas atm   would go gre site pay test results sent  ,109,25
4856,1,Same to u...,same u    ,12,4
4857,1,yes baby! I need to stretch open your pussy!,yes baby   i need stretch open pussy  ,44,11
4858,1,Thanks  and ! Or bomb and date as my phone wanted to say! ,thanks     or bomb date phone wanted say  ,58,15
4859,1,Ok...,ok    ,5,2
4860,1,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",hey   guy i know breathing neck get bud   anyway  d able get half track usf tonight  ,121,31
4861,1,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",response one powerful weapon 2 occupy place others   heart       so   always give response 2 cares 4 u       gud night    swt dreams    take care,152,37
4862,1,Nokia phone is lovly..,nokia phone lovly   ,22,5
4863,0,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,    free message  thanks using auction subscription service   18   150p   msgrcvd 2 skip auction txt out   2 unsubscribe txt stop customercare 08718726270,159,29
4864,0,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bored housewives   chat n date   0871750 77 11   bt   national rate 10p   min landlines  ,95,21
4865,1,Sorry da..today i wont come to play..i have driving clas..,sorry da    today wo nt come play    driving clas   ,58,16
4866,1,I'm really sorry I lit your hair on fire,i  m really sorry i lit hair fire,40,10
4867,1,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",oh   shit   i thought trip   loooooool     that makes so much sense       grins   sofa reference     the   sleep couch   link sent     was n t went trip   oh     and n t babe go celebration rents  ,297,70
4868,1,Okey dokey swashbuckling stuff what oh.,okey dokey swashbuckling stuff oh  ,39,7
4869,1,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon   listening music   amp   eve go temple   amp   church    what u  ,92,23
4870,1,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,1   tension face 2   smiling face 3   waste face 4   innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face     lt   gt    joker face  ,158,33
4871,1,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,dip  s cell dead   so coming   u better respond else shall come back  ,82,21
4872,1,Well. You know what i mean. Texting,well   you know mean   texting,35,9
4873,1,Hi dis is yijue i would be happy to work wif ü all for gek1510...,hi dis yijue would happy work wif ü gek1510    ,65,16
4874,1,Lol! Oops sorry! Have fun. ,lol   oops sorry   have fun  ,27,8
4875,1,Wat happened to the cruise thing,wat happened cruise thing,32,6
4876,1,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",i know dat feelin pete   wuld get em   nuther place nuther time mayb  ,85,20
4877,0,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladie 21   f   inviting friend   reply yes 910 no 910   see   www sms ac u hmmross stop   send stop frnd 62468,137,28
4878,1,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,the world  s happiest frnds never characters     dey best understanding differences    ,126,22
4879,0,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,no 1 polyphonic tone 4 ur mob every week   just txt pt2 87575   1st tone free   get txtin tell ur friends   150p   tone   16 reply hl 4info,147,37
4880,1,Yeah just open chat and click friend lists. Then make the list. Easy as pie,yeah open chat click friend lists   then make list   easy pie,75,17
4881,1,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler  s got minor crisis home sooner thought asap,92,20
4882,1,When/where do I pick you up,when   i pick,27,8
4883,1,As usual u can call me ard 10 smth.,as usual u call ard 10 smth  ,35,10
4884,1,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory   argument wins situation   loses person   so nt argue ur friends          kick   amp   say   i  m always correct    ,145,38
4885,1,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,for many things antibiotic used chest abdomen gynae infections even bone infections  ,113,21
4886,1,Poor girl can't go one day lmao,poor girl ca n t go one day lmao,31,8
4887,1,Or just do that 6times,or 6times,22,5
4888,0,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,todays vodafone numbers ending 4882 selected receive   350 award   if number matches call 09064019014 receive   350 award  ,148,29
4889,1,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,you pls make note she s exposed   also find school anyone else vomiting   is dog cat house   let know later  ,166,40
4890,1,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb   if one can   u can   if none can   u must indian version   if one can   let him do    if none can   leave     and finally kerala version   if one   stop    if none   make strike    ,276,77
4891,1,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,sounds like could lot time spent chastity device boy       grins       or take beatings like good dog   going lounge nice long bath  ,171,39
4892,1,Its worse if if uses half way then stops. Its better for him to complete it.,its worse uses half way stops   its better complete  ,76,18
4893,1,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,miserable   they n t tell u side effects birth control massive gut wrenching cramps first 2 months   i n t sleep last night  ,158,34
